dteday,cnt,casual,registered,temp,hum,windspeed,ma_7,ma_30
2011-02-17,2475,259,2216,0.43583333333333335,0.505,0.23010416666666667,1875.0,1485.6333333333334
2011-02-18,2927,579,2348,0.5216666666666666,0.5166666666666667,0.264925,2043.7142857142858,1528.2
2011-02-19,1635,532,1103,0.39916666666666667,0.18791666666666665,0.5074625,2067.0,1518.4666666666667
2011-02-20,1812,639,1173,0.28521739130434787,0.40782608695652167,0.22323478260869567,2098.8571428571427,1527.4333333333334
2011-02-21,1107,195,912,0.30333333333333334,0.605,0.3078458333333333,1983.7142857142858,1531.6333333333334
2011-02-22,1450,74,1376,0.18222222222222223,0.5777777777777778,0.19568333333333332,1931.5714285714287,1547.1
2011-02-23,1917,139,1778,0.2217391304347826,0.4230434782608696,0.09411304347826087,1903.2857142857142,1563.8
2011-02-24,1807,100,1707,0.2956521739130435,0.697391304347826,0.25049565217391306,1807.857142857143,1557.8666666666666
2011-02-25,1461,120,1341,0.36434782608695654,0.7121739130434782,0.34653913043478257,1598.4285714285713,1589.7
2011-02-26,1969,424,1545,0.28250000000000003,0.5379166666666667,0.18657083333333335,1646.142857142857,1640.9666666666667
2011-02-27,2402,694,1708,0.34347826086956523,0.68,0.12524782608695653,1730.4285714285713,1682.1333333333334
2011-02-28,1446,81,1365,0.4072727272727273,0.8763636363636365,0.28968636363636363,1778.857142857143,1693.7333333333333
2011-03-01,1851,137,1714,0.26666666666666666,0.535,0.216425,1836.142857142857,1718.9
2011-03-02,2134,231,1903,0.335,0.4495833333333333,0.30783333333333335,1867.142857142857,1740.0
2011-03-03,1685,123,1562,0.19833333333333333,0.3183333333333333,0.22575416666666667,1849.7142857142858,1750.8333333333333
2011-03-04,1944,214,1730,0.26166666666666666,0.6104166666666667,0.20334583333333334,1918.7142857142858,1764.7666666666667
2011-03-05,2077,640,1437,0.3841666666666667,0.7891666666666667,0.2518708333333333,1934.142857142857,1782.3333333333333
2011-03-06,605,114,491,0.3765217391304348,0.9482608695652174,0.34328695652173913,1677.4285714285713,1745.5666666666666
2011-03-07,1872,244,1628,0.26173913043478264,0.551304347826087,0.34135217391304346,1738.2857142857142,1774.4666666666667
2011-03-08,2133,316,1817,0.2925,0.42083333333333334,0.12065,1778.5714285714287,1791.4666666666667
2011-03-09,1891,191,1700,0.29583333333333334,0.7754166666666666,0.22014999999999998,1743.857142857143,1797.4333333333334
2011-03-10,623,46,577,0.3890909090909091,0.0,0.26187727272727274,1592.142857142857,1767.2
2011-03-11,1977,247,1730,0.3165217391304348,0.6495652173913044,0.2329695652173913,1596.857142857143,1779.6
2011-03-12,2132,724,1408,0.32916666666666666,0.5945833333333334,0.22077500000000003,1604.7142857142858,1799.4
2011-03-13,2417,982,1435,0.3843478260869565,0.5273913043478261,0.270604347826087,1863.5714285714287,1821.7666666666667
2011-03-14,2046,359,1687,0.32521739130434785,0.4969565217391304,0.13692608695652173,1888.4285714285713,1840.9
2011-03-15,2056,289,1767,0.3173913043478261,0.6556521739130435,0.18430869565217395,1877.4285714285713,1856.4666666666667
2011-03-16,2192,321,1871,0.3652173913043478,0.7765217391304348,0.2031173913043478,1920.4285714285713,1865.7666666666667
2011-03-17,2744,424,2320,0.41500000000000004,0.6029166666666667,0.20957916666666665,2223.4285714285716,1896.7333333333333
2011-03-18,3239,884,2355,0.54,0.5252173913043479,0.2310173913043478,2403.714285714286,1934.2
2011-03-19,3117,1424,1693,0.4725,0.37916666666666665,0.3681666666666667,2544.4285714285716,1955.6
2011-03-20,2471,1047,1424,0.3325,0.47375000000000006,0.20772083333333335,2552.1428571428573,1940.4
2011-03-21,2077,401,1676,0.43043478260869567,0.7373913043478261,0.2887826086956522,2556.5714285714284,1955.1333333333334
2011-03-22,2703,460,2243,0.44166666666666665,0.6245833333333334,0.22575,2649.0,1984.8333333333333
2011-03-23,2121,203,1918,0.34695652173913044,0.8395652173913043,0.23426086956521738,2638.8571428571427,2018.6333333333334
2011-03-24,1865,166,1699,0.285,0.8058333333333333,0.24378750000000002,2513.285714285714,2032.4666666666667
2011-03-25,2210,300,1910,0.26416666666666666,0.49499999999999994,0.23072499999999999,2366.285714285714,2042.2333333333333
2011-03-26,2496,981,1515,0.2658333333333333,0.3941666666666667,0.20957083333333335,2277.5714285714284,2065.2
2011-03-27,1693,472,1221,0.2530434782608696,0.49391304347826087,0.1843,2166.4285714285716,2072.9333333333334
2011-03-28,2028,222,1806,0.2643478260869565,0.3021739130434783,0.21220434782608696,2159.4285714285716,2074.9
2011-03-29,2425,317,2108,0.3025,0.31416666666666665,0.2269958333333333,2119.714285714286,2075.6666666666665
2011-03-30,1536,168,1368,0.3,0.6466666666666666,0.1728875,2036.142857142857,2078.6666666666665
2011-03-31,1685,179,1506,0.26833333333333337,0.9183333333333333,0.21764583333333332,2010.4285714285713,2073.133333333333
2011-04-01,2227,307,1920,0.3,0.6862499999999999,0.2587083333333334,2012.857142857143,2076.233333333333
2011-04-02,2252,898,1354,0.315,0.6537499999999999,0.19714583333333335,1978.0,2095.133333333333
2011-04-03,3249,1651,1598,0.37833333333333335,0.48,0.1822125,2200.285714285714,2138.633333333333
2011-04-04,3115,734,2381,0.5733333333333334,0.42625,0.38557083333333336,2355.5714285714284,2173.233333333333
2011-04-05,1795,167,1628,0.4141666666666666,0.6420833333333333,0.3880666666666666,2265.5714285714284,2212.9
2011-04-06,2808,413,2395,0.39083333333333337,0.47083333333333327,0.26306250000000003,2447.285714285714,2244.1
2011-04-07,3141,571,2570,0.4375,0.6029166666666667,0.1623125,2655.285714285714,2277.7
2011-04-08,1471,172,1299,0.3358333333333334,0.83625,0.22699166666666667,2547.285714285714,2263.7
2011-04-09,2455,879,1576,0.3425,0.8775,0.13308333333333333,2576.285714285714,2324.766666666667
2011-04-10,2895,1188,1707,0.4266666666666667,0.8574999999999999,0.14676666666666668,2525.714285714286,2355.366666666667
2011-04-11,3348,855,2493,0.5956521739130435,0.7169565217391304,0.3244739130434783,2559.0,2395.9
2011-04-12,2034,257,1777,0.5025000000000001,0.7391666666666666,0.2748791666666667,2593.1428571428573,2383.133333333333
2011-04-13,2162,209,1953,0.41250000000000003,0.8191666666666667,0.25061666666666665,2500.8571428571427,2387.0
2011-04-14,3267,529,2738,0.4675,0.5404166666666667,0.1107,2518.8571428571427,2427.366666666667
2011-04-15,3126,642,2484,0.4466666666666667,0.67125,0.226375,2755.285714285714,2458.5
2011-04-16,795,121,674,0.43083333333333335,0.8883333333333333,0.3408083333333333,2518.1428571428573,2393.5333333333333
2011-04-17,3744,1558,2186,0.4566666666666667,0.4795833333333333,0.30349583333333335,2639.4285714285716,2410.366666666667
2011-04-18,3429,669,2760,0.5125000000000001,0.5425,0.16356666666666667,2651.0,2420.766666666667
2011-04-19,3204,409,2795,0.5058333333333334,0.6658333333333334,0.15797083333333334,2818.1428571428573,2445.2
2011-04-20,3944,613,3331,0.595,0.6141666666666666,0.24192500000000003,3072.714285714286,2507.4333333333334
2011-04-21,4189,745,3444,0.45916666666666667,0.4070833333333333,0.32525833333333337,3204.4285714285716,2556.9666666666667
2011-04-22,1683,177,1506,0.33666666666666667,0.7295833333333334,0.2195208333333333,2998.285714285714,2542.366666666667
2011-04-23,4036,1462,2574,0.46,0.8879166666666666,0.23072499999999999,3461.285714285714,2614.733333333333
2011-04-24,4191,1710,2481,0.5816666666666667,0.8108333333333334,0.19217499999999998,3525.1428571428573,2680.766666666667
2011-04-25,4073,773,3300,0.6066666666666667,0.7766666666666667,0.18533333333333335,3617.1428571428573,2733.3333333333335
2011-04-26,4400,678,3722,0.6316666666666667,0.7291666666666666,0.3265,3788.0,2823.5666666666666
2011-04-27,3872,547,3325,0.62,0.8354166666666667,0.3122,3777.714285714286,2885.0333333333333
2011-04-28,4058,569,3489,0.6175,0.7008333333333333,0.32090833333333335,3759.0,2939.4666666666667
2011-04-29,4595,878,3717,0.51,0.45708333333333334,0.24006249999999998,4175.0,3041.4333333333334
2011-04-30,5312,1965,3347,0.4725,0.5033333333333333,0.235075,4357.285714285715,3162.3333333333335
2011-05-01,3351,1138,2213,0.45166666666666666,0.7620833333333333,0.10635416666666668,4237.285714285715,3199.8
2011-05-02,4401,847,3554,0.5491666666666667,0.73,0.18345416666666667,4284.142857142857,3271.4333333333334
2011-05-03,4451,603,3848,0.6166666666666667,0.6970833333333334,0.3426666666666667,4291.428571428572,3311.5
2011-05-04,2633,255,2378,0.4141666666666666,0.7370833333333334,0.3289958333333333,4114.428571428572,3295.4333333333334
2011-05-05,4433,614,3819,0.45916666666666667,0.44416666666666665,0.29539166666666666,4168.0,3383.366666666667
2011-05-06,4608,894,3714,0.4791666666666667,0.59,0.22824583333333334,4169.857142857143,3443.366666666667
2011-05-07,4714,1612,3102,0.52,0.54125,0.16045,4084.4285714285716,3495.8
2011-05-08,4333,1401,2932,0.5283333333333333,0.6316666666666667,0.0746375,4224.714285714285,3591.2
2011-05-09,4362,664,3698,0.5325,0.58875,0.17600000000000002,4219.142857142857,3654.766666666667
2011-05-10,4803,694,4109,0.5325000000000001,0.4891666666666667,0.11567083333333333,4269.428571428572,3718.366666666667
2011-05-11,4182,550,3632,0.5425,0.6329166666666667,0.12064166666666666,4490.714285714285,3746.1666666666665
2011-05-12,4864,695,4169,0.535,0.7475,0.18966666666666665,4552.285714285715,3840.5
2011-05-13,4105,692,3413,0.5125000000000001,0.8633333333333333,0.17972500000000002,4480.428571428572,3905.266666666667
2011-05-14,3409,902,2507,0.5208333333333334,0.9225,0.13495,4294.0,3910.0
2011-05-15,4553,1582,2971,0.5625,0.8670833333333333,0.15297916666666667,4325.428571428572,3957.5666666666666
2011-05-16,3958,773,3185,0.5775,0.7879166666666667,0.12687083333333335,4267.714285714285,4063.0
2011-05-17,4123,678,3445,0.5616666666666666,0.8379166666666666,0.2773541666666666,4170.571428571428,4075.633333333333
2011-05-18,3855,536,3319,0.55,0.87,0.20149166666666665,4123.857142857143,4089.8333333333335
2011-05-19,4575,735,3840,0.5308333333333334,0.8295833333333333,0.1082125,4082.5714285714284,4135.533333333334
2011-05-20,4917,909,4008,0.5366666666666667,0.7195833333333334,0.1250125,4198.571428571428,4167.966666666666
2011-05-21,5805,2258,3547,0.6025,0.6266666666666666,0.12065,4540.857142857143,4221.833333333333
2011-05-22,4660,1576,3084,0.6041666666666666,0.7495833333333333,0.14800833333333333,4556.142857142857,4321.066666666667
2011-05-23,4274,836,3438,0.6316666666666667,0.8099999999999999,0.23384166666666664,4601.285714285715,4329.0
2011-05-24,4492,659,3833,0.66,0.7408333333333333,0.20709166666666667,4654.0,4339.033333333334
2011-05-25,4978,740,4238,0.6608333333333333,0.69625,0.15423333333333333,4814.428571428572,4369.2
2011-05-26,4677,758,3919,0.7083333333333334,0.6775000000000001,0.1996416666666667,4829.0,4378.433333333333
2011-05-27,4679,871,3808,0.6816666666666666,0.6537499999999999,0.24067916666666667,4795.0,4405.333333333333
2011-05-28,4758,2001,2757,0.6558333333333334,0.7295833333333334,0.23009166666666667,4645.428571428572,4428.666666666667
2011-05-29,4788,2355,2433,0.6675,0.81875,0.2139375,4663.714285714285,4435.1
2011-05-30,4098,1549,2549,0.7333333333333334,0.6849999999999999,0.131225,4638.571428571428,4394.633333333333
2011-05-31,3982,673,3309,0.775,0.6366666666666666,0.11132916666666666,4565.714285714285,4415.666666666667
2011-06-01,3974,513,3461,0.7641666666666667,0.6770833333333334,0.20709166666666667,4422.285714285715,4401.433333333333
2011-06-02,4968,736,4232,0.715,0.305,0.2922875,4463.857142857143,4418.666666666667
2011-06-03,5312,898,4414,0.62,0.3541666666666667,0.25312083333333335,4554.285714285715,4507.966666666666
2011-06-04,5342,1869,3473,0.635,0.45625,0.12314166666666666,4637.714285714285,4538.266666666666
2011-06-05,4906,1685,3221,0.6483333333333333,0.6525,0.13869166666666669,4654.571428571428,4548.2
2011-06-06,4548,673,3875,0.6783333333333333,0.6,0.12189583333333333,4718.857142857143,4542.666666666667
2011-06-07,4833,763,4070,0.7075,0.5979166666666667,0.18780833333333333,4840.428571428572,4559.333333333333
2011-06-08,4401,676,3725,0.7758333333333334,0.6220833333333333,0.13681666666666667,4901.428571428572,4560.633333333333
2011-06-09,3915,563,3352,0.8083333333333332,0.5683333333333334,0.14988333333333334,4751.0,4531.033333333334
2011-06-10,4586,815,3771,0.755,0.605,0.14055416666666667,4647.285714285715,4544.5
2011-06-11,4966,1729,3237,0.725,0.6545833333333334,0.15485000000000002,4593.571428571428,4547.9
2011-06-12,4460,1467,2993,0.6925,0.7479166666666667,0.16356666666666667,4529.857142857143,4559.733333333334
2011-06-13,5020,863,4157,0.635,0.4945833333333333,0.30535,4597.285714285715,4613.433333333333
2011-06-14,4891,727,4164,0.6041666666666666,0.5070833333333333,0.2692833333333333,4605.571428571428,4624.7
2011-06-15,5180,769,4411,0.6266666666666666,0.4716666666666667,0.16791250000000002,4716.857142857143,4665.433333333333
2011-06-16,3767,545,3222,0.6283333333333333,0.6883333333333334,0.20647083333333335,4695.714285714285,4653.566666666667
2011-06-17,4844,863,3981,0.6491666666666667,0.7358333333333333,0.14302916666666668,4732.571428571428,4686.533333333334
2011-06-18,5119,1807,3312,0.6966666666666667,0.6704166666666667,0.11940833333333334,4754.428571428572,4704.666666666667
2011-06-19,4744,1639,3105,0.6991666666666667,0.6666666666666666,0.102,4795.0,4698.9
2011-06-20,4010,699,3311,0.635,0.74625,0.155475,4650.714285714285,4639.066666666667
2011-06-21,4835,774,4061,0.6808333333333333,0.7704166666666666,0.17102499999999998,4642.714285714285,4644.9
2011-06-22,4507,661,3846,0.7333333333333334,0.7075,0.17226249999999999,4546.571428571428,4652.666666666667
2011-06-23,4790,746,4044,0.7283333333333334,0.7033333333333333,0.23880416666666668,4692.714285714285,4662.6
2011-06-24,4991,969,4022,0.7241666666666666,0.5733333333333334,0.222025,4713.714285714285,4663.033333333334
2011-06-25,5202,1782,3420,0.695,0.48333333333333334,0.20957083333333335,4725.571428571428,4680.533333333334
2011-06-26,5305,1920,3385,0.68,0.5133333333333333,0.09453333333333334,4805.714285714285,4701.4
2011-06-27,4708,854,3854,0.6825,0.6583333333333333,0.1075875,4905.428571428572,4699.733333333334
2011-06-28,4648,732,3916,0.7441666666666666,0.6341666666666667,0.14428333333333335,4878.714285714285,4695.066666666667
2011-06-29,5225,848,4377,0.7283333333333334,0.4979166666666666,0.26182083333333334,4981.285714285715,4732.633333333333
2011-06-30,5515,1027,4488,0.6966666666666667,0.43416666666666665,0.1853125,5084.857142857143,4783.733333333334
2011-07-01,5362,1246,4116,0.7225,0.39625,0.10260833333333334,5137.857142857143,4830.0
2011-07-02,5119,2204,2915,0.7383333333333333,0.44458333333333333,0.1150625,5126.0,4835.033333333334
2011-07-03,4649,2282,2367,0.7166666666666667,0.6825,0.2288583333333333,5032.285714285715,4812.933333333333
2011-07-04,6043,3065,2978,0.7266666666666667,0.6379166666666667,0.08147916666666667,5223.0,4836.3
2011-07-05,4665,1031,3634,0.7466666666666667,0.5904166666666667,0.12625833333333333,5225.428571428572,4828.266666666666
2011-07-06,4629,784,3845,0.7200000000000001,0.7433333333333333,0.14988333333333334,5140.285714285715,4830.966666666666
2011-07-07,4592,754,3838,0.75,0.65125,0.1592,5008.428571428572,4822.933333333333
2011-07-08,4040,692,3348,0.7091666666666666,0.7579166666666667,0.22512916666666669,4819.571428571428,4810.9
2011-07-09,5336,1988,3348,0.7333333333333334,0.6091666666666666,0.16791250000000002,4850.571428571428,4858.266666666666
2011-07-10,4881,1743,3138,0.7475,0.5783333333333334,0.18347083333333333,4883.714285714285,4868.1
2011-07-11,4086,723,3363,0.7625000000000001,0.6358333333333334,0.28233749999999996,4604.142857142857,4838.766666666666
2011-07-12,4258,662,3596,0.7941666666666666,0.5591666666666667,0.20025416666666665,4546.0,4832.033333333334
2011-07-13,4342,748,3594,0.7466666666666666,0.6316666666666667,0.14613333333333334,4505.0,4809.433333333333
2011-07-14,5084,888,4196,0.6808333333333333,0.47625,0.24066666666666667,4575.285714285715,4815.866666666667
2011-07-15,5538,1318,4220,0.6633333333333333,0.5912499999999999,0.18283333333333332,4789.285714285715,4827.8
2011-07-16,5923,2418,3505,0.6866666666666666,0.5850000000000001,0.20834166666666668,4873.142857142857,4899.666666666667
2011-07-17,5302,2006,3296,0.7191666666666667,0.6041666666666666,0.24503333333333333,4933.285714285715,4914.933333333333
2011-07-18,4458,841,3617,0.7466666666666667,0.65125,0.21580416666666669,4986.428571428572,4892.9
2011-07-19,4541,752,3789,0.7766666666666667,0.6504166666666666,0.13060000000000002,5026.857142857143,4886.133333333333
2011-07-20,4332,644,3688,0.7683333333333334,0.7070833333333333,0.11381666666666666,5025.428571428572,4896.866666666667
2011-07-21,3784,632,3152,0.815,0.69125,0.22202083333333333,4839.714285714285,4861.833333333333
2011-07-22,3387,562,2825,0.8483333333333333,0.5804166666666667,0.1331,4532.428571428572,4824.5
2011-07-23,3285,987,2298,0.8491666666666666,0.5,0.13122083333333331,4155.571428571428,4774.333333333333
2011-07-24,3606,1050,2556,0.8300000000000001,0.5508333333333334,0.16917083333333335,3913.285714285714,4728.166666666667
2011-07-25,3840,568,3272,0.7433333333333333,0.7570833333333332,0.09080833333333332,3825.0,4682.766666666666
2011-07-26,4590,750,3840,0.7716666666666666,0.5408333333333334,0.20025833333333332,3832.0,4658.933333333333
2011-07-27,4656,755,3901,0.775,0.40291666666666665,0.1834625,3878.285714285714,4657.2
2011-07-28,4390,606,3784,0.7791666666666667,0.5833333333333334,0.17847916666666666,3964.8571428571427,4648.6
2011-07-29,3846,670,3176,0.8383333333333334,0.5425,0.17413750000000003,4030.4285714285716,4602.633333333333
2011-07-30,4475,1559,2916,0.8041666666666667,0.4658333333333333,0.1685375,4200.428571428572,4567.966666666666
2011-07-31,4302,1524,2778,0.8058333333333333,0.4808333333333333,0.1648125,4299.857142857143,4532.633333333333
2011-08-01,4266,729,3537,0.7716666666666666,0.5508333333333333,0.15671666666666667,4360.714285714285,4504.2
2011-08-02,4845,801,4044,0.7833333333333333,0.49124999999999996,0.20585,4397.142857142857,4510.733333333334
2011-08-03,3574,467,3107,0.7316666666666666,0.6575,0.13558333333333333,4242.571428571428,4428.433333333333
2011-08-04,4576,799,3777,0.71,0.7575,0.19715000000000002,4269.142857142857,4425.466666666666
2011-08-05,4866,1023,3843,0.7108333333333333,0.6308333333333334,0.1846958333333333,4414.857142857143,4433.366666666667
2011-08-06,4294,1521,2773,0.7166666666666667,0.755,0.22824999999999998,4389.0,4423.433333333333
2011-08-07,3785,1298,2487,0.7425,0.7529166666666667,0.2014875,4315.142857142857,4414.933333333333
2011-08-08,4326,846,3480,0.765,0.5920833333333334,0.19217499999999998,4323.714285714285,4381.266666666666
2011-08-09,4602,907,3695,0.775,0.5704166666666667,0.15112083333333334,4289.0,4371.966666666666
2011-08-10,4780,884,3896,0.7666666666666666,0.42416666666666664,0.20025833333333332,4461.285714285715,4395.1
2011-08-11,4792,812,3980,0.7174999999999999,0.42375,0.16479583333333334,4492.142857142857,4412.9
2011-08-12,4905,1051,3854,0.7083333333333334,0.41500000000000004,0.12562083333333332,4497.714285714285,4431.666666666667
2011-08-13,4150,1504,2646,0.6858333333333334,0.7295833333333333,0.2114541666666667,4477.142857142857,4400.533333333334
2011-08-14,3820,1338,2482,0.6766666666666666,0.8175,0.22263333333333335,4482.142857142857,4343.266666666666
2011-08-15,4338,775,3563,0.6658333333333334,0.7120833333333333,0.20895416666666666,4483.857142857143,4290.433333333333
2011-08-16,4725,721,4004,0.7008333333333333,0.5783333333333333,0.23632916666666667,4501.428571428572,4271.2
2011-08-17,4694,668,4026,0.7233333333333333,0.5754166666666667,0.14366666666666666,4489.142857142857,4279.066666666667
2011-08-18,3805,639,3166,0.7116666666666668,0.6545833333333334,0.23320833333333335,4348.142857142857,4254.533333333334
2011-08-19,4153,797,3356,0.685,0.7229166666666668,0.13930833333333334,4240.714285714285,4248.566666666667
2011-08-20,5191,1914,3277,0.6974999999999999,0.6741666666666667,0.10446666666666667,4389.428571428572,4295.466666666666
2011-08-21,3873,1249,2624,0.7108333333333333,0.77,0.2487541666666667,4397.0,4311.666666666667
2011-08-22,4758,833,3925,0.6916666666666668,0.47,0.27675,4457.0,4360.766666666666
2011-08-23,5895,1281,4614,0.6408333333333333,0.45541666666666664,0.1467625,4624.142857142857,4437.066666666667
2011-08-24,5130,949,4181,0.6733333333333333,0.605,0.2531083333333333,4686.428571428572,4480.066666666667
2011-08-25,3542,435,3107,0.6841666666666667,0.7716666666666666,0.21083333333333334,4648.857142857143,4445.133333333333
2011-08-26,4661,768,3893,0.7000000000000001,0.76125,0.0839625,4721.428571428572,4445.3
2011-08-27,1115,226,889,0.68,0.85,0.37561666666666665,4139.142857142857,4336.133333333333
2011-08-28,4334,1415,2919,0.7070588235294117,0.5617647058823529,0.30465882352941176,4205.0,4352.4
2011-08-29,4634,729,3905,0.6366666666666666,0.5545833333333333,0.159825,4187.285714285715,4357.7
2011-08-30,5204,775,4429,0.6391666666666667,0.5483333333333333,0.12500833333333333,4088.5714285714284,4387.766666666666
2011-08-31,5058,688,4370,0.6566666666666666,0.5979166666666667,0.08333333333333333,4078.285714285714,4414.166666666667
2011-09-01,5115,783,4332,0.655,0.6391666666666667,0.14179583333333332,4303.0,4423.166666666667
2011-09-02,4727,875,3852,0.6433333333333333,0.7270833333333333,0.13992916666666666,4312.428571428572,4461.6
2011-09-03,4484,1935,2549,0.6691666666666666,0.7166666666666667,0.185325,4793.714285714285,4458.533333333334
2011-09-04,4940,2521,2419,0.7091666666666666,0.7420833333333333,0.2064666666666667,4880.285714285715,4461.0
2011-09-05,3351,1236,2115,0.6733333333333333,0.7904166666666667,0.21269583333333333,4697.0,4429.566666666667
2011-09-06,2710,204,2506,0.54,0.8869565217391304,0.3439434782608696,4340.714285714285,4393.733333333334
2011-09-07,1996,118,1878,0.5991666666666667,0.9170833333333333,0.09702083333333333,3903.285714285714,4316.066666666667
2011-09-08,1842,153,1689,0.6339130434782608,0.9395652173913043,0.19274782608695654,3435.714285714286,4224.066666666667
2011-09-09,3544,417,3127,0.65,0.8979166666666667,0.12437916666666667,3266.714285714286,4182.866666666667
2011-09-10,5345,1750,3595,0.66,0.75375,0.15360833333333332,3389.714285714286,4201.3
2011-09-11,5046,1633,3413,0.6533333333333333,0.71375,0.11505416666666667,3404.8571428571427,4206.0
2011-09-12,4713,690,4023,0.6443478260869565,0.6921739130434783,0.08891304347826087,3599.4285714285716,4224.766666666666
2011-09-13,4763,701,4062,0.6508333333333333,0.7125,0.14180416666666668,3892.714285714286,4256.2
2011-09-14,4785,647,4138,0.6733333333333333,0.6970833333333334,0.1673,4291.142857142857,4271.1
2011-09-15,3659,428,3231,0.5775,0.7091666666666666,0.27114583333333336,4550.714285714285,4235.566666666667
2011-09-16,4760,742,4018,0.4691666666666667,0.5904166666666667,0.16418333333333332,4724.428571428572,4237.766666666666
2011-09-17,4511,1434,3077,0.4916666666666667,0.7183333333333333,0.189675,4605.285714285715,4261.3
